,name,mpg,cylinders,displacement,weight,acceleration,model_year,origin
35,chevrolet chevelle malibu,0.21276595744680854,6.0,0.4702842377260982,0.4865324638502978,0.44642857142857145,71,usa
36,ford torino 500,0.2659574468085107,6.0,0.4702842377260982,0.4788772327757302,0.44642857142857145,71,usa
37,amc matador,0.2393617021276596,6.0,0.42377260981912146,0.4749078537000284,0.44642857142857145,71,usa
38,chevrolet impala,0.13297872340425537,8.0,0.7286821705426356,0.7360362914658352,0.2380952380952381,71,usa
39,pontiac catalina brougham,0.13297872340425537,8.0,0.8578811369509044,0.8083356960589738,0.20833333333333334,71,usa
40,ford galaxie 500,0.13297872340425537,8.0,0.7312661498708011,0.720442302239864,0.32738095238095244,71,usa
41,plymouth fury iii,0.13297872340425537,8.0,0.6459948320413438,0.7039977317833854,0.29761904761904767,71,usa
42,dodge monaco (sw),0.07978723404255317,8.0,0.813953488372093,0.9475474907853702,0.20833333333333334,71,usa
43,ford country squire (sw),0.1063829787234043,8.0,0.8578811369509044,0.88829033172668,0.2380952380952381,71,usa
44,pontiac safari (sw),0.1063829787234043,8.0,0.8578811369509044,1.0,0.2380952380952381,71,usa
45,amc hornet sportabout (sw),0.2393617021276596,6.0,0.49095607235142125,0.3824780266515453,0.32738095238095244,71,usa
46,chevrolet vega (sw),0.34574468085106386,4.0,0.186046511627907,0.22540402608449112,0.6547619047619048,71,usa
47,pontiac firebird,0.2659574468085107,6.0,0.4702842377260982,0.47320669123901343,0.4166666666666667,71,usa
48,ford mustang,0.2393617021276596,6.0,0.4702842377260982,0.43266231925148857,0.3869047619047619,71,usa
49,mercury capri 2000,0.37234042553191493,4.0,0.13953488372093026,0.1721009356393536,0.35714285714285715,71,usa
50,opel 1900,0.5053191489361702,4.0,0.12403100775193801,0.14459880918627732,0.35714285714285715,71,europe
51,peugeot 304,0.5585106382978724,4.0,0.028423772609819153,0.1307059824213213,0.6845238095238095,71,europe
52,fiat 124b,0.5585106382978724,4.0,0.05167958656330757,0.1281542387297987,0.3869047619047619,71,europe
53,toyota corolla 1200,0.5851063829787234,4.0,0.007751937984496193,0.0453643322937341,0.6547619047619048,71,japan
54,datsun 1200,0.6914893617021277,4.0,0.010335917312661536,0.0,0.5952380952380953,71,japan
55,volkswagen model 111,0.4787234042553192,4.0,0.0749354005167959,0.06265948398072019,0.6547619047619048,71,europe
56,plymouth cricket,0.4521276595744681,4.0,0.05943152454780365,0.0969662602778566,0.7440476190476191,71,usa
57,toyota corona hardtop,0.398936170212766,4.0,0.11627906976744187,0.1885455060958322,0.44642857142857145,72,japan
58,dodge colt hardtop,0.4255319148936171,4.0,0.07622739018087857,0.14544939041678484,0.5357142857142858,72,usa
59,volkswagen type 3,0.37234042553191493,4.0,0.0749354005167959,0.18174085625177208,0.9226190476190477,72,europe
60,chevrolet vega,0.2925531914893617,4.0,0.186046511627907,0.22540402608449112,0.6845238095238095,72,usa
61,ford pinto runabout,0.3191489361702128,4.0,0.13953488372093026,0.17380209810036862,0.5059523809523809,72,usa
62,chevrolet impala,0.1063829787234043,8.0,0.7286821705426356,0.7544655514601646,0.2380952380952381,72,usa
63,pontiac catalina,0.13297872340425537,8.0,0.8578811369509044,0.7859370569889426,0.2380952380952381,72,usa
64,plymouth fury iii,0.1595744680851064,8.0,0.6459948320413438,0.7150552877799832,0.32738095238095244,72,usa
65,ford galaxie 500,0.13297872340425537,8.0,0.7312661498708011,0.7133541253189681,0.29761904761904767,72,usa
66,amc ambassador sst,0.21276595744680854,8.0,0.6098191214470284,0.5837822512049902,0.20833333333333334,72,usa
67,mercury marquis,0.05319148936170215,8.0,0.9328165374677002,0.8562517720442304,0.17857142857142855,72,usa
68,buick lesabre custom,0.1063829787234043,8.0,0.7286821705426356,0.8191097249787356,0.32738095238095244,72,usa
69,oldsmobile delta 88 royale,0.07978723404255317,8.0,0.7286821705426356,0.806067479444287,0.32738095238095244,72,usa
70,chrysler newport royal,0.1063829787234043,8.0,0.8578811369509044,0.7964275588318686,0.2678571428571429,72,usa
71,mazda rx2 coupe,0.2659574468085107,3.0,0.0051679586563307955,0.2032889140912958,0.32738095238095244,72,japan
72,amc matador (sw),0.1595744680851064,8.0,0.6098191214470284,0.6461582081088746,0.2678571428571429,72,usa
73,chevrolet chevelle concours (sw),0.1063829787234043,8.0,0.6175710594315246,0.7045647859370572,0.35714285714285715,72,usa
74,ford gran torino (sw),0.1063829787234043,8.0,0.6046511627906976,0.7601360929968813,0.4761904761904762,72,usa
75,plymouth satellite custom (sw),0.13297872340425537,8.0,0.6459948320413438,0.6986107173235045,0.35714285714285715,72,usa
76,volvo 145e (sw),0.2393617021276596,4.0,0.13695090439276486,0.374255741423306,0.3869047619047619,72,europe
77,volkswagen 411 (sw),0.34574468085106386,4.0,0.13695090439276486,0.25460731499858247,0.5952380952380953,72,europe
78,peugeot 504 (sw),0.3191489361702128,4.0,0.13436692506459952,0.3872979869577545,0.6845238095238095,72,europe
79,renault 12 (sw),0.4521276595744681,4.0,0.07235142118863053,0.16331159625744263,0.5952380952380953,72,europe
80,ford pinto (sw),0.34574468085106386,4.0,0.13953488372093026,0.22171817408562525,0.4761904761904762,72,usa
81,datsun 510 (sw),0.5053191489361702,4.0,0.0749354005167959,0.19138077686419058,0.5357142857142858,72,japan
82,toyouta corona mark ii (sw),0.37234042553191493,4.0,0.13436692506459952,0.25318967961440325,0.3869047619047619,72,japan
83,dodge colt (sw),0.5053191489361702,4.0,0.07751937984496127,0.15622341933654668,0.4166666666666667,72,usa
84,toyota corolla 1600 (sw),0.4787234042553192,4.0,0.0749354005167959,0.13807768641905308,0.5059523809523809,72,japan
85,buick century 350,0.1063829787234043,8.0,0.7286821705426356,0.7051318400907287,0.29761904761904767,73,usa
86,amc matador,0.13297872340425537,8.0,0.6098191214470284,0.5837822512049902,0.20833333333333334,73,usa
87,chevrolet malibu,0.1063829787234043,8.0,0.7286821705426356,0.673376807485115,0.29761904761904767,73,usa
88,ford gran torino,0.13297872340425537,8.0,0.6046511627906976,0.6886872696342501,0.3869047619047619,73,usa
89,dodge coronet custom,0.1595744680851064,8.0,0.6459948320413438,0.6135525942727531,0.2678571428571429,73,usa
90,mercury marquis brougham,0.07978723404255317,8.0,0.9328165374677002,0.9466969095548627,0.20833333333333334,73,usa
91,chevrolet caprice classic,0.1063829787234043,8.0,0.8578811369509044,0.8083356960589738,0.2380952380952381,73,usa
92,ford ltd,0.1063829787234043,8.0,0.7312661498708011,0.7796994612985542,0.29761904761904767,73,usa
93,plymouth fury gran sedan,0.13297872340425537,8.0,0.6459948320413438,0.7439750496172386,0.3869047619047619,73,usa
94,chrysler new yorker brougham,0.1063829787234043,8.0,0.9612403100775193,0.8851715338814858,0.17857142857142855,73,usa
95,buick electra 225 custom,0.07978723404255317,8.0,1.0,0.9464133824780268,0.17857142857142855,73,usa
96,amc ambassador brougham,0.1063829787234043,8.0,0.7545219638242895,0.62602778565353,0.17857142857142855,73,usa
97,plymouth valiant,0.2393617021276596,6.0,0.40568475452196384,0.4275588318684435,0.5059523809523809,73,usa
98,chevrolet nova custom,0.18617021276595747,6.0,0.4702842377260982,0.4720725829316701,0.5952380952380953,73,usa
99,amc hornet,0.2393617021276596,6.0,0.42377260981912146,0.37765806634533605,0.4761904761904762,73,usa
100,ford maverick,0.2393617021276596,6.0,0.4702842377260982,0.39920612418485973,0.5059523809523809,73,usa
101,plymouth duster,0.37234042553191493,6.0,0.3359173126614987,0.3660334561950667,0.4761904761904762,73,usa
102,volkswagen super beetle,0.4521276595744681,4.0,0.0749354005167959,0.09554862489367738,0.7738095238095238,73,europe
103,chevrolet impala,0.05319148936170215,8.0,0.8578811369509044,0.9594556280124753,0.35714285714285715,73,usa
104,ford country,0.07978723404255317,8.0,0.8578811369509044,0.9336546640204141,0.2678571428571429,73,usa
105,plymouth custom suburb,0.1063829787234043,8.0,0.7545219638242895,0.8622058406577829,0.29761904761904767,73,usa
106,oldsmobile vista cruiser,0.07978723404255317,8.0,0.7286821705426356,0.8182591437482281,0.2678571428571429,73,usa
107,amc gremlin,0.2393617021276596,6.0,0.42377260981912146,0.33342784235894535,0.4166666666666667,73,usa
108,toyota carina,0.2925531914893617,4.0,0.0749354005167959,0.18882903317266805,0.6547619047619048,73,japan
109,chevrolet vega,0.3191489361702128,4.0,0.186046511627907,0.22341933654664026,0.6845238095238095,73,usa
110,datsun 610,0.34574468085106386,4.0,0.10335917312661502,0.21718174085625183,0.5059523809523809,73,japan
111,maxda rx3,0.2393617021276596,3.0,0.0051679586563307955,0.14488233626311317,0.32738095238095244,73,japan
112,ford pinto,0.2659574468085107,4.0,0.13953488372093026,0.197618372554579,0.625,73,usa
113,mercury capri v6,0.3191489361702128,6.0,0.2248062015503876,0.24354975900198475,0.35714285714285715,73,usa
114,fiat 124 sport coupe,0.4521276595744681,4.0,0.07751937984496127,0.1848596540969663,0.44642857142857145,73,europe
115,chevrolet monte carlo s,0.1595744680851064,8.0,0.7286821705426356,0.7000283527076837,0.29761904761904767,73,usa
116,pontiac grand prix,0.18617021276595747,8.0,0.8578811369509044,0.7555996597675079,0.0892857142857143,73,usa
117,fiat 128,0.5319148936170213,4.0,0.0,0.07201587751630284,0.6845238095238095,73,europe
118,opel manta,0.398936170212766,4.0,0.12403100775193801,0.15452225687553167,0.44642857142857145,73,europe
119,audi 100ls,0.2925531914893617,4.0,0.11886304909560727,0.27473773745392693,0.35714285714285715,73,europe
120,volvo 144ea,0.2659574468085107,4.0,0.13695090439276486,0.35582648142897655,0.44642857142857145,73,europe
121,dodge dart custom,0.1595744680851064,8.0,0.6459948320413438,0.5063793592288064,0.17857142857142855,73,usa
122,saab 99le,0.398936170212766,4.0,0.13695090439276486,0.29685284944712226,0.35714285714285715,73,europe
123,toyota mark ii,0.2925531914893617,6.0,0.227390180878553,0.3385313297419904,0.32738095238095244,73,japan
124,oldsmobile omega,0.05319148936170215,8.0,0.7286821705426356,0.5815140345903035,0.17857142857142855,73,usa
125,plymouth duster,0.2925531914893617,6.0,0.3359173126614987,0.4221718174085626,0.5059523809523809,74,usa
126,ford maverick,0.3191489361702128,6.0,0.3410852713178295,0.3578111709668274,0.5357142857142858,74,usa
127,amc hornet,0.2659574468085107,6.0,0.42377260981912146,0.3651828749645592,0.4761904761904762,74,usa
128,chevrolet nova,0.1595744680851064,6.0,0.4702842377260982,0.48851715338814866,0.5357142857142858,74,usa
129,datsun b210,0.5851063829787234,4.0,0.028423772609819153,0.09554862489367738,0.6547619047619048,74,japan
130,ford pinto,0.4521276595744681,4.0,0.13953488372093026,0.23759569038843215,0.5059523809523809,74,usa
131,toyota corolla 1200,0.6117021276595745,4.0,0.007751937984496193,0.06322653813439189,,74,japan
132,chevrolet vega,0.4255319148936171,4.0,0.186046511627907,0.2633966543804934,0.5357142857142858,74,usa
133,chevrolet chevelle malibu classic,0.18617021276595747,6.0,0.4702842377260982,0.6146867025800965,0.5357142857142858,74,usa
134,amc matador,0.18617021276595747,6.0,0.49095607235142125,0.5724411681315567,0.5952380952380953,74,usa
135,plymouth satellite sebring,0.2393617021276596,6.0,0.40568475452196384,0.5670541536716758,0.5059523809523809,74,usa
136,ford gran torino,0.18617021276595747,8.0,0.6046511627906976,0.7167564502409982,0.35714285714285715,74,usa
137,buick century luxus (sw),0.1063829787234043,8.0,0.7286821705426356,0.8749645591153956,0.3869047619047619,74,usa
138,dodge coronet custom (sw),0.13297872340425537,8.0,0.6459948320413438,0.8063510065211229,0.32738095238095244,74,usa
139,ford gran torino (sw),0.13297872340425537,8.0,0.6046511627906976,0.8576694074284096,0.4761904761904762,74,usa
140,amc matador (sw),0.13297872340425537,8.0,0.6098191214470284,0.7496455911539552,0.44642857142857145,74,usa
141,audi fox,0.5319148936170213,4.0,0.07751937984496127,0.17181740856251776,0.5059523809523809,74,europe
142,volkswagen dasher,0.4521276595744681,4.0,0.028423772609819153,0.09923447689254328,0.44642857142857145,74,europe
143,opel manta,0.4521276595744681,4.0,0.0749354005167959,0.19478310178622063,0.3869047619047619,74,europe
144,toyota corona,0.5851063829787234,4.0,0.020671834625323016,0.010206974766090171,0.5059523809523809,74,japan
145,datsun 710,0.6117021276595745,4.0,0.038759689922480633,0.11057555996597679,0.6547619047619048,74,japan
146,dodge colt,0.5053191489361702,4.0,0.05684754521963825,0.14516586333994902,0.3869047619047619,74,usa
147,fiat 128,0.398936170212766,4.0,0.05684754521963825,0.14034590303373973,0.44642857142857145,74,europe
148,fiat 124 tc,0.4521276595744681,4.0,0.12403100775193801,0.17947263963708537,0.35714285714285715,74,europe
149,honda civic,0.398936170212766,4.0,0.13436692506459952,0.248369719308194,0.4166666666666667,74,japan
150,subaru,0.4521276595744681,4.0,0.10335917312661502,0.22058406577828188,0.44642857142857145,74,japan
151,fiat x1.9,0.5851063829787234,4.0,0.028423772609819153,0.10972497873546927,0.4761904761904762,74,europe
152,plymouth valiant custom,0.2659574468085107,6.0,0.40568475452196384,0.4681032038559683,0.4761904761904762,75,usa
153,chevrolet nova,0.2393617021276596,6.0,0.4702842377260982,0.5233909838389568,0.4761904761904762,75,usa
154,mercury monarch,0.1595744680851064,6.0,0.4702842377260982,0.5157357527643891,0.7738095238095238,75,usa
155,ford maverick,0.1595744680851064,6.0,0.4702842377260982,0.4380493337113695,0.6845238095238095,75,usa
156,pontiac catalina,0.18617021276595747,8.0,0.8578811369509044,0.8661752197334847,0.20833333333333334,75,usa
157,chevrolet bel air,0.1595744680851064,8.0,0.7286821705426356,0.8015310462149137,0.35714285714285715,75,usa
158,plymouth grand fury,0.18617021276595747,8.0,0.6459948320413438,0.8179756166713923,0.3869047619047619,75,usa
159,ford ltd,0.13297872340425537,8.0,0.7312661498708011,0.8630564218882903,0.32738095238095244,75,usa
160,buick century,0.21276595744680854,6.0,0.4211886304909561,0.6504111142614121,0.7738095238095238,75,usa
161,chevroelt chevelle malibu,0.18617021276595747,6.0,0.4702842377260982,0.6475758434930536,0.625,75,usa
162,amc matador,0.1595744680851064,6.0,0.49095607235142125,0.6002268216614688,0.6547619047619048,75,usa
163,plymouth fury,0.2393617021276596,6.0,0.40568475452196384,0.6158208108874399,0.6547619047619048,75,usa
164,buick skyhawk,0.3191489361702128,6.0,0.4211886304909561,0.4043096115679048,0.4166666666666667,75,usa
165,chevrolet monza 2+2,0.2925531914893617,8.0,0.5012919896640827,0.4559115395520273,0.32738095238095244,75,usa
166,ford mustang ii,0.1063829787234043,8.0,0.6046511627906976,0.44116813155656376,0.2380952380952381,75,usa
167,toyota corolla,0.5319148936170213,4.0,0.0749354005167959,0.15820810887439757,0.4761904761904762,75,japan
168,ford pinto,0.37234042553191493,4.0,0.186046511627907,0.2908987808335697,0.5357142857142858,75,usa
169,amc gremlin,0.2925531914893617,6.0,0.42377260981912146,0.3688687269634251,0.4761904761904762,75,usa
170,pontiac astro,0.37234042553191493,4.0,0.186046511627907,0.27757300822228526,0.625,75,usa
171,toyota corona,0.398936170212766,4.0,0.17054263565891475,0.30876098667422747,0.32738095238095244,75,japan
172,volkswagen dasher,0.4255319148936171,4.0,0.05684754521963825,0.17295151686986113,0.5059523809523809,75,europe
173,datsun 710,0.398936170212766,4.0,0.13178294573643415,0.26424723561100094,0.5357142857142858,75,japan
174,ford pinto,0.2393617021276596,6.0,0.26614987080103364,0.38871562234193374,0.3869047619047619,75,usa
175,volkswagen rabbit,0.5319148936170213,4.0,0.05684754521963825,0.09186277289481148,0.35714285714285715,75,europe
176,amc pacer,0.2659574468085107,6.0,0.42377260981912146,0.4530762687836689,0.5357142857142858,75,usa
177,audi 100ls,0.37234042553191493,4.0,0.12144702842377264,0.30649277005954073,0.4166666666666667,75,europe
178,peugeot 504,0.37234042553191493,4.0,0.13436692506459952,0.3810603912673661,0.5357142857142858,75,europe
179,volvo 244dl,0.34574468085106386,4.0,0.13695090439276486,0.37765806634533605,0.3869047619047619,75,europe
180,saab 99le,0.4255319148936171,4.0,0.13695090439276486,0.2999716472923165,0.32738095238095244,75,europe
181,honda civic cvcc,0.6382978723404256,4.0,0.05943152454780365,0.0516019279841225,0.5654761904761905,75,japan
182,fiat 131,0.5053191489361702,4.0,0.10077519379844965,0.24128154238729804,0.44642857142857145,76,europe
183,opel 1900,0.4255319148936171,4.0,0.12403100775193801,0.1721009356393536,0.5297619047619047,76,europe
184,capri ii,0.4255319148936171,4.0,0.186046511627907,0.2719024666855685,0.41071428571428575,76,usa
185,dodge colt,0.4521276595744681,4.0,0.07751937984496127,0.18202438332860793,0.5773809523809523,76,usa
186,renault 12tl,0.4787234042553192,4.0,0.08527131782945738,0.16699744825630852,0.4345238095238096,76,europe
187,chevrolet chevelle malibu classic,0.22606382978723405,8.0,0.6124031007751938,0.7377374539268502,0.29761904761904767,76,usa
188,dodge coronet brougham,0.18617021276595747,8.0,0.6459948320413438,0.7306492770059543,0.29761904761904767,76,usa
189,amc matador,0.17287234042553193,8.0,0.6098191214470284,0.6660051034873832,0.3511904761904762,76,usa
190,ford gran torino,0.14627659574468088,8.0,0.7312661498708011,0.7377374539268502,0.2857142857142858,76,usa
191,plymouth valiant,0.34574468085106386,6.0,0.40568475452196384,0.45931386447405737,0.4404761904761905,76,usa
192,chevrolet nova,0.34574468085106386,6.0,0.4702842377260982,0.4933371136943579,0.3869047619047619,76,usa
193,ford maverick,0.398936170212766,6.0,0.3410852713178295,0.3966543804933372,0.5714285714285715,76,usa
194,amc hornet,0.35904255319148937,6.0,0.42377260981912146,0.41735185710235334,0.5714285714285715,76,usa
195,chevrolet chevette,0.5319148936170213,4.0,0.043927648578811374,0.11964842642472362,0.8452380952380952,76,usa
196,chevrolet woody,0.4122340425531915,4.0,0.07751937984496127,0.15622341933654668,0.8392857142857144,76,usa
197,vw rabbit,0.5319148936170213,4.0,0.05684754521963825,0.09186277289481148,0.369047619047619,76,europe
198,honda civic,0.6382978723404256,4.0,0.05943152454780365,0.0516019279841225,0.5595238095238094,76,japan
199,dodge aspen se,0.2925531914893617,6.0,0.40568475452196384,0.5778281825914375,0.5773809523809523,76,usa
200,ford granada ghia,0.2393617021276596,6.0,0.4702842377260982,0.555996597675078,0.7738095238095238,76,usa
201,pontiac ventura sj,0.2526595744680851,6.0,0.4702842377260982,0.5761270201304225,0.4880952380952381,76,usa
202,amc pacer d/l,0.22606382978723405,6.0,0.49095607235142125,0.44797278140062385,0.5833333333333334,76,usa
203,volkswagen rabbit,0.5452127659574468,4.0,0.0749354005167959,0.060107740289197686,0.24999999999999997,76,europe
204,datsun b-210,0.6117021276595745,4.0,0.043927648578811374,0.10688970796711089,0.5357142857142858,76,japan
205,toyota corolla,0.5053191489361702,4.0,0.0749354005167959,0.15367167564502415,0.49999999999999994,76,japan
206,ford pinto,0.46542553191489366,4.0,0.186046511627907,0.26991777714771764,0.3333333333333333,76,usa
207,volvo 245,0.2925531914893617,4.0,0.16020671834625325,0.4357811170966828,0.4583333333333333,76,europe
208,plymouth volare premier v8,0.1063829787234043,8.0,0.6459948320413438,0.6597675077969947,0.30952380952380953,76,usa
209,peugeot 504,0.2659574468085107,4.0,0.13436692506459952,0.46980436631698336,0.8273809523809523,76,europe
210,toyota mark ii,0.2659574468085107,6.0,0.227390180878553,0.3734051601927985,0.44642857142857145,76,japan
211,mercedes-benz 280s,0.199468085106383,6.0,0.2583979328165375,0.6257442585766942,0.5178571428571428,76,europe
212,cadillac seville,0.199468085106383,8.0,0.7286821705426356,0.7845194216047634,0.24404761904761907,76,usa
213,chevy c10,0.1063829787234043,8.0,0.7286821705426356,0.6923731216331162,0.2380952380952381,76,usa
214,ford f108,0.1063829787234043,8.0,0.6046511627906976,0.6399206124184861,0.4166666666666667,76,usa
215,dodge d100,0.1063829787234043,8.0,0.6459948320413438,0.6073149985823647,0.35714285714285715,76,usa
216,honda accord cvcc,0.598404255319149,4.0,0.07751937984496127,0.12248369719308194,0.625,77,japan
217,buick opel isuzu deluxe,0.5585106382978724,4.0,0.11111111111111113,0.15367167564502415,0.4047619047619048,77,usa
218,renault 5 gtl,0.7180851063829787,4.0,0.028423772609819153,0.060107740289197686,0.630952380952381,77,europe
219,plymouth arrow gs,0.4388297872340426,4.0,0.13953488372093026,0.19478310178622063,0.44642857142857145,77,usa
220,datsun f-10 hatchback,0.6515957446808511,4.0,0.043927648578811374,0.09413098950949822,0.523809523809524,77,japan
221,chevrolet caprice classic,0.22606382978723405,8.0,0.6124031007751938,0.6427558831868444,0.2678571428571429,77,usa
222,oldsmobile cutlass supreme,0.21276595744680854,8.0,0.49612403100775193,0.6937907570172952,0.6547619047619048,77,usa
223,dodge monaco brougham,0.17287234042553193,8.0,0.6459948320413438,0.7164729231641623,0.33928571428571425,77,usa
224,mercury cougar brougham,0.1595744680851064,8.0,0.6046511627906976,0.7604196200737172,0.41071428571428575,77,usa
225,chevrolet concours,0.22606382978723405,6.0,0.4702842377260982,0.5406861355259428,0.49999999999999994,77,usa
226,buick skylark,0.3058510638297873,6.0,0.4211886304909561,0.5137510632265382,0.5297619047619047,77,usa
227,plymouth volare custom,0.2659574468085107,6.0,0.40568475452196384,0.571874113977885,0.5773809523809523,77,usa
228,ford granada,0.2526595744680851,6.0,0.4702842377260982,0.542103770910122,0.6547619047619048,77,usa
229,pontiac grand prix lj,0.18617021276595747,8.0,0.8578811369509044,0.7391550893110292,0.18452380952380953,77,usa
230,chevrolet monte carlo landau,0.17287234042553193,8.0,0.7286821705426356,0.7235611000850583,0.20238095238095244,77,usa
231,chrysler cordoba,0.17287234042553193,8.0,0.8578811369509044,0.7689254323787923,0.24999999999999997,77,usa
232,ford thunderbird,0.18617021276595747,8.0,0.7312661498708011,0.7717607031471507,0.3869047619047619,77,usa
233,volkswagen rabbit custom,0.5319148936170213,4.0,0.0749354005167959,0.092713354125319,0.3869047619047619,77,europe
234,pontiac sunbird coupe,0.4122340425531915,4.0,0.21447028423772613,0.3195350155939893,0.4761904761904762,77,usa
235,toyota corolla liftback,0.4521276595744681,4.0,0.0749354005167959,0.1848596540969663,0.6071428571428572,77,japan
236,ford mustang ii 2+2,0.4388297872340426,4.0,0.186046511627907,0.3237879217465269,0.46428571428571436,77,usa
237,chevrolet chevette,0.571808510638298,4.0,0.07751937984496127,0.12418485965409704,0.5357142857142858,77,usa
238,dodge colt m/m,0.6515957446808511,4.0,0.07751937984496127,0.13098950949815713,0.4702380952380953,77,usa
239,subaru dl,0.5585106382978724,4.0,0.0749354005167959,0.10547207258293168,0.49999999999999994,77,japan
240,volkswagen dasher,0.571808510638298,4.0,0.0749354005167959,0.16359512333427847,0.3630952380952381,77,europe
241,datsun 810,0.34574468085106386,6.0,0.20155038759689925,0.34079954635667714,0.3869047619047619,77,japan
242,bmw 320i,0.33244680851063835,4.0,0.13695090439276486,0.279841224836972,0.2857142857142858,77,europe
243,mazda rx-4,0.33244680851063835,3.0,0.03100775193798455,0.3138644740572725,0.32738095238095244,77,japan
244,volkswagen rabbit custom diesel,0.9069148936170215,4.0,0.05684754521963825,0.10547207258293168,0.8035714285714286,78,europe
245,ford fiesta,0.7207446808510639,4.0,0.07751937984496127,0.053019563368301714,0.380952380952381,78,usa
246,mazda glc deluxe,0.6329787234042552,4.0,0.025839793281653756,0.10547207258293168,0.6785714285714286,78,japan
247,datsun b210 gx,0.8085106382978724,4.0,0.043927648578811374,0.12957187411397791,0.630952380952381,78,japan
248,honda civic cvcc,0.7207446808510639,4.0,0.05943152454780365,0.053019563368301714,0.49999999999999994,78,japan
249,oldsmobile cutlass salon brougham,0.2898936170212766,8.0,0.49612403100775193,0.4967394386163879,0.44642857142857145,78,usa
250,dodge diplomat,0.276595744680851,8.0,0.6459948320413438,0.601644457045648,0.30952380952380953,78,usa
251,mercury monarch ghia,0.2978723404255319,8.0,0.6046511627906976,0.5548624893677347,0.2857142857142858,78,usa
252,pontiac phoenix lj,0.2712765957446808,6.0,0.4211886304909561,0.5449390416784804,0.6666666666666666,78,usa
